Date,Area,Category,Phase
1800-01-01,0.3644,1,0.1822
1800-01-02,0.4321,2,0.2161
1800-01-03,0.4999,2,0.2499
1800-01-04,0.5677,3,0.2838
1800-01-05,0.6354,3,0.3177
1800-01-06,0.7032,3,0.3516
1800-01-07,0.7709,3,0.3855
1800-01-08,0.8387,3,0.4193
1800-01-09,0.9064,4,0.4532
1800-01-10,0.9742,4,0.4871
1800-01-11,0.958,4,0.521
1800-01-12,0.8903,4,0.5549
1800-01-13,0.8225,5,0.5887
1800-01-14,0.7548,5,0.6226
1800-01-15,0.687,5,0.6565
1800-01-16,0.6193,6,0.6904
1800-01-17,0.5515,6,0.7242
1800-01-18,0.4838,6,0.7581
1800-01-19,0.416,7,0.792
1800-01-20,0.3482,7,0.8259
1800-01-21,0.2805,7,0.8598
1800-01-22,0.2127,7,0.8936
1800-01-23,0.145,7,0.9275
1800-01-24,0.0772,0,0.9614
1800-01-25,0.0095,0,0.9953
1800-01-26,0.0582,0,0.0291
1800-01-27,0.1258,1,0.0629
1800-01-28,0.1934,1,0.0967
1800-01-29,0.2611,1,0.1305
1800-01-30,0.3287,1,0.1643
1800-01-31,0.3963,2,0.1982
1800-02-01,0.4639,2,0.232
1800-02-02,0.5316,3,0.2658
1800-02-03,0.5992,3,0.2996
1800-02-04,0.6668,3,0.3334
1800-02-05,0.7344,3,0.3672
1800-02-06,0.8021,3,0.401
1800-02-07,0.8697,3,0.4348
1800-02-08,0.9373,4,0.4687
1800-02-09,0.9951,4,0.5025
1800-02-10,0.9274,4,0.5363
1800-02-11,0.8598,5,0.5701
1800-02-12,0.7922,5,0.6039
1800-02-13,0.7246,5,0.6377
1800-02-14,0.6569,5,0.6715
1800-02-15,0.5893,6,0.7053
1800-02-16,0.5217,6,0.7392
1800-02-17,0.4541,7,0.773
1800-02-18,0.3864,7,0.8068
1800-02-19,0.3188,7,0.8406
1800-02-20,0.2512,7,0.8744
1800-02-21,0.1835,7,0.9082
1800-02-22,0.1159,0,0.942
1800-02-23,0.0483,0,0.9759
1800-02-24,0.0193,0,0.0096
1800-02-25,0.0868,0,0.0434
1800-02-26,0.1543,1,0.0771
1800-02-27,0.2218,1,0.1109
1800-02-28,0.2892,1,0.1446
1800-03-01,0.3567,1,0.1784
1800-03-02,0.4242,2,0.2121
1800-03-03,0.4917,2,0.2459
1800-03-04,0.5592,3,0.2796
1800-03-05,0.6267,3,0.3133
1800-03-06,0.6942,3,0.3471
1800-03-07,0.7617,3,0.3808
1800-03-08,0.8292,3,0.4146
1800-03-09,0.8967,4,0.4483
1800-03-10,0.9642,4,0.4821
1800-03-11,0.9684,4,0.5158
1800-03-12,0.9009,4,0.5496
1800-03-13,0.8334,5,0.5833
1800-03-14,0.7659,5,0.6171
1800-03-15,0.6984,5,0.6508
1800-03-16,0.6309,5,0.6845
1800-03-17,0.5634,6,0.7183
1800-03-18,0.4959,6,0.752
1800-03-19,0.4284,7,0.7858
1800-03-20,0.3609,7,0.8195
1800-03-21,0.2935,7,0.8533
1800-03-22,0.226,7,0.887
1800-03-23,0.1585,7,0.9208
1800-03-24,0.091,0,0.9545
1800-03-25,0.0235,0,0.9883
1800-03-26,0.0439,0,0.022
1800-03-27,0.1113,0,0.0557
1800-03-28,0.1787,1,0.0894
1800-03-29,0.2461,1,0.1231
1800-03-30,0.3135,1,0.1568
1800-03-31,0.3809,2,0.1905
1800-04-01,0.4483,2,0.2242
1800-04-02,0.5157,2,0.2579
1800-04-03,0.5831,3,0.2916
1800-04-04,0.6505,3,0.3253
1800-04-05,0.7179,3,0.359
1800-04-06,0.7853,3,0.3927
1800-04-07,0.8527,3,0.4264
1800-04-08,0.9201,4,0.4601
1800-04-09,0.9875,4,0.4938
1800-04-10,0.9451,4,0.5275
1800-04-11,0.8777,4,0.5612
1800-04-12,0.8103,5,0.5949
1800-04-13,0.7429,5,0.6286
1800-04-14,0.6755,5,0.6623
1800-04-15,0.6081,6,0.696
1800-04-16,0.5407,6,0.7297
1800-04-17,0.4733,7,0.7634
1800-04-18,0.4059,7,0.7971
1800-04-19,0.3385,7,0.8308
1800-04-20,0.2711,7,0.8645
1800-04-21,0.2037,7,0.8982
1800-04-22,0.1363,7,0.9319
1800-04-23,0.0689,0,0.9656
1800-04-24,0.0015,0,0.9993
1800-04-25,0.0659,0,0.033
1800-04-26,0.1334,1,0.0667
1800-04-27,0.2008,1,0.1004
1800-04-28,0.2682,1,0.1341
1800-04-29,0.3356,1,0.1678
1800-04-30,0.403,2,0.2015
1800-05-01,0.4704,2,0.2352
1800-05-02,0.5378,3,0.2689
1800-05-03,0.6052,3,0.3026
1800-05-04,0.6726,3,0.3363
1800-05-05,0.74,3,0.37
1800-05-06,0.8074,3,0.4037
1800-05-07,0.8748,3,0.4374
1800-05-08,0.9422,4,0.4711
1800-05-09,0.9904,4,0.5048
1800-05-10,0.923,4,0.5385
1800-05-11,0.8556,5,0.5722
1800-05-12,0.7882,5,0.6059
1800-05-13,0.7208,5,0.6396
1800-05-14,0.6534,5,0.6733
1800-05-15,0.586,6,0.707
1800-05-16,0.5186,6,0.7407
1800-05-17,0.4512,7,0.7744
1800-05-18,0.3838,7,0.8081
1800-05-19,0.3164,7,0.8418
1800-05-20,0.249,7,0.8755
1800-05-21,0.1816,7,0.9092
1800-05-22,0.1142,0,0.9429
1800-05-23,0.0468,0,0.9766
1800-05-24,0.0206,0,0.0103
1800-05-25,0.0881,0,0.044
1800-05-26,0.1556,1,0.0778
1800-05-27,0.2231,1,0.1115
1800-05-28,0.2905,1,0.1453
1800-05-29,0.358,1,0.179
1800-05-30,0.4255,2,0.2128
1800-05-31,0.493,2,0.2465
1800-06-01,0.5605,3,0.2802
1800-06-02,0.628,3,0.314
1800-06-03,0.6955,3,0.3477
1800-06-04,0.763,3,0.3815
1800-06-05,0.8304,3,0.4152
1800-06-06,0.8979,4,0.449
1800-06-07,0.9654,4,0.4827
1800-06-08,0.9671,4,0.5165
1800-06-09,0.8996,4,0.5502
1800-06-10,0.8321,5,0.5839
1800-06-11,0.7646,5,0.6177
1800-06-12,0.6971,5,0.6514
1800-06-13,0.6297,5,0.6852
1800-06-14,0.5622,6,0.7189
1800-06-15,0.4947,6,0.7527
1800-06-16,0.4272,7,0.7864
1800-06-17,0.3597,7,0.8202
1800-06-18,0.2922,7,0.8539
1800-06-19,0.2247,7,0.8876
1800-06-20,0.1572,7,0.9214
1800-06-21,0.0897,0,0.9551
1800-06-22,0.0223,0,0.9889
1800-06-23,0.0453,0,0.0227
1800-06-24,0.1129,0,0.0565
1800-06-25,0.1806,1,0.0903
1800-06-26,0.2482,1,0.1241
1800-06-27,0.3158,1,0.1579
1800-06-28,0.3834,2,0.1917
1800-06-29,0.451,2,0.2255
1800-06-30,0.5186,2,0.2593
1800-07-01,0.5863,3,0.2931
1800-07-02,0.6539,3,0.3269
1800-07-03,0.7215,3,0.3608
1800-07-04,0.7891,3,0.3946
1800-07-05,0.8567,3,0.4284
1800-07-06,0.9244,4,0.4622
1800-07-07,0.992,4,0.496
1800-07-08,0.9404,4,0.5298
1800-07-09,0.8728,5,0.5636
1800-07-10,0.8052,5,0.5974
1800-07-11,0.7375,5,0.6312
1800-07-12,0.6699,5,0.665
1800-07-13,0.6023,6,0.6988
1800-07-14,0.5347,6,0.7327
1800-07-15,0.4671,7,0.7665
1800-07-16,0.3995,7,0.8003
1800-07-17,0.3318,7,0.8341
1800-07-18,0.2642,7,0.8679
1800-07-19,0.1966,7,0.9017
1800-07-20,0.129,7,0.9355
1800-07-21,0.0614,0,0.9693
1800-07-22,0.0063,0,0.0031
1800-07-23,0.074,0,0.037
1800-07-24,0.1418,1,0.0709
1800-07-25,0.2095,1,0.1047
1800-07-26,0.2772,1,0.1386
1800-07-27,0.345,1,0.1725
1800-07-28,0.4127,2,0.2064
1800-07-29,0.4805,2,0.2402
1800-07-30,0.5482,3,0.2741
1800-07-31,0.6159,3,0.308
1800-08-01,0.6837,3,0.3418
1800-08-02,0.7514,3,0.3757
1800-08-03,0.8192,3,0.4096
1800-08-04,0.8869,4,0.4435
1800-08-05,0.9547,4,0.4773
1800-08-06,0.9776,4,0.5112
1800-08-07,0.9099,4,0.5451
1800-08-08,0.8421,5,0.5789
1800-08-09,0.7744,5,0.6128
1800-08-10,0.7066,5,0.6467
1800-08-11,0.6389,5,0.6806
1800-08-12,0.5711,6,0.7144
1800-08-13,0.5034,6,0.7483
1800-08-14,0.4357,7,0.7822
1800-08-15,0.3679,7,0.816
1800-08-16,0.3002,7,0.8499
1800-08-17,0.2324,7,0.8838
1800-08-18,0.1647,7,0.9177
1800-08-19,0.0969,0,0.9515
1800-08-20,0.0292,0,0.9854
1800-08-21,0.0386,0,0.0193
1800-08-22,0.1064,0,0.0532
1800-08-23,0.1743,1,0.0871
1800-08-24,0.2421,1,0.121
1800-08-25,0.3099,1,0.155
1800-08-26,0.3778,2,0.1889
1800-08-27,0.4456,2,0.2228
1800-08-28,0.5134,2,0.2567
1800-08-29,0.5813,3,0.2906
1800-08-30,0.6491,3,0.3245
1800-08-31,0.7169,3,0.3585
1800-09-01,0.7848,3,0.3924
1800-09-02,0.8526,3,0.4263
1800-09-03,0.9204,4,0.4602
1800-09-04,0.9883,4,0.4941
1800-09-05,0.9439,4,0.5281
1800-09-06,0.8761,4,0.562
1800-09-07,0.8082,5,0.5959
1800-09-08,0.7404,5,0.6298
1800-09-09,0.6726,5,0.6637
1800-09-10,0.6047,6,0.6976
1800-09-11,0.5369,6,0.7316
1800-09-12,0.4691,7,0.7655
1800-09-13,0.4012,7,0.7994
1800-09-14,0.3334,7,0.8333
1800-09-15,0.2656,7,0.8672
1800-09-16,0.1977,7,0.9011
1800-09-17,0.1299,7,0.9351
1800-09-18,0.0621,0,0.969
1800-09-19,0.0058,0,0.0029
1800-09-20,0.0737,0,0.0368
1800-09-21,0.1416,1,0.0708
1800-09-22,0.2095,1,0.1047
1800-09-23,0.2773,1,0.1387
1800-09-24,0.3452,1,0.1726
1800-09-25,0.4131,2,0.2066
1800-09-26,0.481,2,0.2405
1800-09-27,0.5489,3,0.2745
1800-09-28,0.6168,3,0.3084
1800-09-29,0.6847,3,0.3423
1800-09-30,0.7526,3,0.3763
1800-10-01,0.8205,3,0.4102
1800-10-02,0.8884,4,0.4442
1800-10-03,0.9563,4,0.4781
1800-10-04,0.9758,4,0.5121
1800-10-05,0.9079,4,0.546
1800-10-06,0.8401,5,0.58
1800-10-07,0.7722,5,0.6139
1800-10-08,0.7043,5,0.6479
1800-10-09,0.6364,5,0.6818
1800-10-10,0.5685,6,0.7158
1800-10-11,0.5006,6,0.7497
1800-10-12,0.4327,7,0.7836
1800-10-13,0.3648,7,0.8176
1800-10-14,0.2969,7,0.8515
1800-10-15,0.229,7,0.8855
1800-10-16,0.1611,7,0.9194
1800-10-17,0.0932,0,0.9534
1800-10-18,0.0253,0,0.9873
1800-10-19,0.0426,0,0.0213
1800-10-20,0.1105,0,0.0552
1800-10-21,0.1784,1,0.0892
1800-10-22,0.2464,1,0.1232
1800-10-23,0.3143,1,0.1571
1800-10-24,0.3822,2,0.1911
1800-10-25,0.4501,2,0.2251
1800-10-26,0.5181,2,0.259
1800-10-27,0.586,3,0.293
1800-10-28,0.6539,3,0.327
1800-10-29,0.7219,3,0.3609
1800-10-30,0.7898,3,0.3949
1800-10-31,0.8577,3,0.4289
1800-11-01,0.9256,4,0.4628
1800-11-02,0.9936,4,0.4968
1800-11-03,0.9385,4,0.5307
1800-11-04,0.8706,5,0.5647
1800-11-05,0.8026,5,0.5987
1800-11-06,0.7347,5,0.6326
1800-11-07,0.6668,5,0.6666
1800-11-08,0.5989,6,0.7006
1800-11-09,0.5309,6,0.7345
1800-11-10,0.463,7,0.7685
1800-11-11,0.3951,7,0.8025
1800-11-12,0.3271,7,0.8364
1800-11-13,0.2592,7,0.8704
1800-11-14,0.1913,7,0.9044
1800-11-15,0.1234,0,0.9383
1800-11-16,0.0554,0,0.9723
1800-11-17,0.0125,0,0.0063
1800-11-18,0.0804,0,0.0402
1800-11-19,0.1484,1,0.0742
1800-11-20,0.2163,1,0.1082
1800-11-21,0.2843,1,0.1421
1800-11-22,0.3522,1,0.1761
1800-11-23,0.4202,2,0.2101
1800-11-24,0.4881,2,0.2441
1800-11-25,0.5561,3,0.278
1800-11-26,0.624,3,0.312
1800-11-27,0.692,3,0.346
1800-11-28,0.7599,3,0.38
1800-11-29,0.8279,3,0.4139
1800-11-30,0.8958,4,0.4479
1800-12-01,0.9638,4,0.4819
1800-12-02,0.9683,4,0.5158
1800-12-03,0.9004,4,0.5498
1800-12-04,0.8324,5,0.5838
1800-12-05,0.7645,5,0.6178
1800-12-06,0.6965,5,0.6517
1800-12-07,0.6286,5,0.6857
1800-12-08,0.5606,6,0.7197
1800-12-09,0.4927,6,0.7537
1800-12-10,0.4247,7,0.7876
1800-12-11,0.3568,7,0.8216
1800-12-12,0.2888,7,0.8556
1800-12-13,0.2209,7,0.8896
1800-12-14,0.1529,7,0.9235
1800-12-15,0.085,0,0.9575
1800-12-16,0.0171,0,0.9915
1800-12-17,0.0509,0,0.0254
1800-12-18,0.1188,0,0.0594
1800-12-19,0.1868,1,0.0934
1800-12-20,0.2547,1,0.1273
1800-12-21,0.3226,1,0.1613
1800-12-22,0.3906,2,0.1953
1800-12-23,0.4585,2,0.2292
1800-12-24,0.5264,3,0.2632
1800-12-25,0.5944,3,0.2972
1800-12-26,0.6623,3,0.3312
1800-12-27,0.7302,3,0.3651
1800-12-28,0.7982,3,0.3991
1800-12-29,0.8661,3,0.4331
1800-12-30,0.934,4,0.467
1800-12-31,0.998,4,0.501
1801-01-01,0.9301,4,0.535
1801-01-02,0.8621,5,0.5689
1801-01-03,0.7942,5,0.6029
1801-01-04,0.7263,5,0.6369
1801-01-05,0.6583,5,0.6708
1801-01-06,0.5904,6,0.7048
1801-01-07,0.5225,6,0.7388
1801-01-08,0.4545,7,0.7727
1801-01-09,0.3866,7,0.8067
1801-01-10,0.3187,7,0.8407
1801-01-11,0.2507,7,0.8746
1801-01-12,0.1828,7,0.9086
1801-01-13,0.1149,0,0.9426
1801-01-14,0.0469,0,0.9765
1801-01-15,0.021,0,0.0105
1801-01-16,0.0889,0,0.0444
1801-01-17,0.1568,1,0.0784
1801-01-18,0.2247,1,0.1123
1801-01-19,0.2926,1,0.1463
1801-01-20,0.3604,1,0.1802
1801-01-21,0.4283,2,0.2142
1801-01-22,0.4962,2,0.2481
1801-01-23,0.5641,3,0.2821
1801-01-24,0.632,3,0.316
1801-01-25,0.6999,3,0.3499
1801-01-26,0.7678,3,0.3839
1801-01-27,0.8357,3,0.4178
1801-01-28,0.9035,4,0.4518
1801-01-29,0.9714,4,0.4857
1801-01-30,0.9607,4,0.5197
1801-01-31,0.8928,4,0.5536
1801-02-01,0.8249,5,0.5876
1801-02-02,0.757,5,0.6215
1801-02-03,0.6891,5,0.6554
1801-02-04,0.6212,6,0.6894
1801-02-05,0.5533,6,0.7233
1801-02-06,0.4855,6,0.7573
1801-02-07,0.4176,7,0.7912
1801-02-08,0.3497,7,0.8252
1801-02-09,0.2818,7,0.8591
1801-02-10,0.2139,7,0.893
1801-02-11,0.146,7,0.927
1801-02-12,0.0781,0,0.9609
1801-02-13,0.0102,0,0.9949
1801-02-14,0.0576,0,0.0288
1801-02-15,0.1254,1,0.0627
1801-02-16,0.1932,1,0.0966
1801-02-17,0.261,1,0.1305
1801-02-18,0.3288,1,0.1644
1801-02-19,0.3966,2,0.1983
1801-02-20,0.4644,2,0.2322
1801-02-21,0.5322,3,0.2661
1801-02-22,0.6,3,0.3
1801-02-23,0.6678,3,0.3339
1801-02-24,0.7357,3,0.3678
1801-02-25,0.8035,3,0.4017
1801-02-26,0.8713,3,0.4356
1801-02-27,0.9391,4,0.4695
1801-02-28,0.9931,4,0.5034
1801-03-01,0.9253,4,0.5373
1801-03-02,0.8575,5,0.5712
1801-03-03,0.7897,5,0.6052
1801-03-04,0.7219,5,0.6391
1801-03-05,0.6541,5,0.673
1801-03-06,0.5863,6,0.7069
1801-03-07,0.5185,6,0.7408
1801-03-08,0.4507,7,0.7747
1801-03-09,0.3829,7,0.8086
1801-03-10,0.315,7,0.8425
1801-03-11,0.2472,7,0.8764
1801-03-12,0.1794,7,0.9103
1801-03-13,0.1116,0,0.9442
1801-03-14,0.0438,0,0.9781
1801-03-15,0.024,0,0.012
1801-03-16,0.0917,0,0.0458
1801-03-17,0.1594,1,0.0797
1801-03-18,0.2271,1,0.1136
1801-03-19,0.2948,1,0.1474
1801-03-20,0.3625,1,0.1813
1801-03-21,0.4302,2,0.2151
1801-03-22,0.498,2,0.249
1801-03-23,0.5657,3,0.2828
1801-03-24,0.6334,3,0.3167
1801-03-25,0.7011,3,0.3505
1801-03-26,0.7688,3,0.3844
1801-03-27,0.8365,3,0.4183
1801-03-28,0.9042,4,0.4521
1801-03-29,0.972,4,0.486
1801-03-30,0.9603,4,0.5198
1801-03-31,0.8926,4,0.5537
1801-04-01,0.8249,5,0.5875
1801-04-02,0.7572,5,0.6214
1801-04-03,0.6895,5,0.6553
1801-04-04,0.6218,6,0.6891
1801-04-05,0.554,6,0.723
1801-04-06,0.4863,6,0.7568
1801-04-07,0.4186,7,0.7907
1801-04-08,0.3509,7,0.8245
1801-04-09,0.2832,7,0.8584
1801-04-10,0.2155,7,0.8923
1801-04-11,0.1478,7,0.9261
1801-04-12,0.08,0,0.96
1801-04-13,0.0123,0,0.9938
1801-04-14,0.0553,0,0.0277
1801-04-15,0.1229,0,0.0615
1801-04-16,0.1906,1,0.0953
1801-04-17,0.2582,1,0.1291
1801-04-18,0.3258,1,0.1629
1801-04-19,0.3935,2,0.1967
1801-04-20,0.4611,2,0.2305
1801-04-21,0.5287,3,0.2644
1801-04-22,0.5964,3,0.2982
1801-04-23,0.664,3,0.332
1801-04-24,0.7316,3,0.3658
1801-04-25,0.7992,3,0.3996
1801-04-26,0.8669,3,0.4334
1801-04-27,0.9345,4,0.4673
1801-04-28,0.9979,4,0.5011
1801-04-29,0.9302,4,0.5349
1801-04-30,0.8626,5,0.5687
1801-05-01,0.795,5,0.6025
1801-05-02,0.7273,5,0.6363
1801-05-03,0.6597,5,0.6701
1801-05-04,0.5921,6,0.704
1801-05-05,0.5245,6,0.7378
1801-05-06,0.4568,7,0.7716
1801-05-07,0.3892,7,0.8054
1801-05-08,0.3216,7,0.8392
1801-05-09,0.2539,7,0.873
1801-05-10,0.1863,7,0.9068
1801-05-11,0.1187,0,0.9407
1801-05-12,0.051,0,0.9745
1801-05-13,0.0166,0,0.0083
1801-05-14,0.0841,0,0.0421
1801-05-15,0.1517,1,0.0758
1801-05-16,0.2193,1,0.1096
1801-05-17,0.2868,1,0.1434
1801-05-18,0.3544,1,0.1772
1801-05-19,0.422,2,0.211
1801-05-20,0.4895,2,0.2448
1801-05-21,0.5571,3,0.2785
1801-05-22,0.6247,3,0.3123
1801-05-23,0.6922,3,0.3461
1801-05-24,0.7598,3,0.3799
1801-05-25,0.8274,3,0.4137
1801-05-26,0.8949,4,0.4475
1801-05-27,0.9625,4,0.4812
1801-05-28,0.97,4,0.515
1801-05-29,0.9024,4,0.5488
1801-05-30,0.8348,5,0.5826
1801-05-31,0.7673,5,0.6164
1801-06-01,0.6997,5,0.6502
1801-06-02,0.6321,5,0.6839
1801-06-03,0.5646,6,0.7177
1801-06-04,0.497,6,0.7515
1801-06-05,0.4294,7,0.7853
1801-06-06,0.3619,7,0.8191
1801-06-07,0.2943,7,0.8528
1801-06-08,0.2267,7,0.8866
1801-06-09,0.1592,7,0.9204
1801-06-10,0.0916,0,0.9542
1801-06-11,0.024,0,0.988
1801-06-12,0.0435,0,0.0217
1801-06-13,0.111,0,0.0555
1801-06-14,0.1785,1,0.0893
1801-06-15,0.246,1,0.123
1801-06-16,0.3136,1,0.1568
1801-06-17,0.3811,2,0.1905
1801-06-18,0.4486,2,0.2243
1801-06-19,0.5161,2,0.2581
1801-06-20,0.5836,3,0.2918
1801-06-21,0.6512,3,0.3256
1801-06-22,0.7187,3,0.3593
1801-06-23,0.7862,3,0.3931
1801-06-24,0.8537,3,0.4269
1801-06-25,0.9212,4,0.4606
1801-06-26,0.9888,4,0.4944
1801-06-27,0.9437,4,0.5281
1801-06-28,0.8762,4,0.5619
1801-06-29,0.8087,5,0.5957
1801-06-30,0.7412,5,0.6294
1801-07-01,0.6737,5,0.6632
1801-07-02,0.6061,6,0.6969
1801-07-03,0.5386,6,0.7307
1801-07-04,0.4711,7,0.7645
1801-07-05,0.4036,7,0.7982
1801-07-06,0.3361,7,0.832
1801-07-07,0.2685,7,0.8657
1801-07-08,0.201,7,0.8995
1801-07-09,0.1335,7,0.9332
1801-07-10,0.066,0,0.967
1801-07-11,0.0015,0,0.0008
1801-07-12,0.069,0,0.0345
1801-07-13,0.1365,1,0.0683
1801-07-14,0.204,1,0.102
1801-07-15,0.2715,1,0.1358
1801-07-16,0.339,1,0.1695
1801-07-17,0.4065,2,0.2033
1801-07-18,0.474,2,0.237
1801-07-19,0.5415,3,0.2707
1801-07-20,0.609,3,0.3045
1801-07-21,0.6765,3,0.3382
1801-07-22,0.744,3,0.372
1801-07-23,0.8115,3,0.4057
1801-07-24,0.879,4,0.4395
1801-07-25,0.9465,4,0.4732
1801-07-26,0.986,4,0.507
1801-07-27,0.9185,4,0.5407
1801-07-28,0.8511,5,0.5745
1801-07-29,0.7836,5,0.6082
1801-07-30,0.7161,5,0.642
1801-07-31,0.6486,5,0.6757
1801-08-01,0.5811,6,0.7095
1801-08-02,0.5136,6,0.7432
1801-08-03,0.4461,7,0.777
1801-08-04,0.3786,7,0.8107
1801-08-05,0.3111,7,0.8445
1801-08-06,0.2436,7,0.8782
1801-08-07,0.1761,7,0.9119
1801-08-08,0.1086,0,0.9457
1801-08-09,0.0411,0,0.9794
1801-08-10,0.0264,0,0.0132
1801-08-11,0.0939,0,0.0469
1801-08-12,0.1614,1,0.0807
1801-08-13,0.2289,1,0.1145
1801-08-14,0.2964,1,0.1482
1801-08-15,0.3639,1,0.182
1801-08-16,0.4314,2,0.2157
1801-08-17,0.499,2,0.2495
1801-08-18,0.5665,3,0.2832
1801-08-19,0.634,3,0.317
1801-08-20,0.7015,3,0.3507
1801-08-21,0.769,3,0.3845
1801-08-22,0.8365,3,0.4182
1801-08-23,0.904,4,0.452
1801-08-24,0.9715,4,0.4858
1801-08-25,0.961,4,0.5195
1801-08-26,0.8935,4,0.5533
1801-08-27,0.826,5,0.587
1801-08-28,0.7584,5,0.6208
1801-08-29,0.6909,5,0.6545
1801-08-30,0.6234,6,0.6883
1801-08-31,0.5559,6,0.722
1801-09-01,0.4884,6,0.7558
1801-09-02,0.4209,7,0.7896
1801-09-03,0.3534,7,0.8233
1801-09-04,0.2859,7,0.8571
1801-09-05,0.2184,7,0.8908
1801-09-06,0.1509,7,0.9246
1801-09-07,0.0833,0,0.9583
1801-09-08,0.0158,0,0.9921
1801-09-09,0.0517,0,0.0259
1801-09-10,0.1193,0,0.0596
1801-09-11,0.1869,1,0.0934
1801-09-12,0.2544,1,0.1272
1801-09-13,0.322,1,0.161
1801-09-14,0.3896,2,0.1948
1801-09-15,0.4572,2,0.2286
1801-09-16,0.5247,2,0.2624
1801-09-17,0.5923,3,0.2962
1801-09-18,0.6599,3,0.3299
1801-09-19,0.7275,3,0.3637
1801-09-20,0.7951,3,0.3975
1801-09-21,0.8626,3,0.4313
1801-09-22,0.9302,4,0.4651
1801-09-23,0.9978,4,0.4989
1801-09-24,0.9346,4,0.5327
1801-09-25,0.8671,5,0.5665
1801-09-26,0.7995,5,0.6003
1801-09-27,0.7319,5,0.634
1801-09-28,0.6643,5,0.6678
1801-09-29,0.5968,6,0.7016
1801-09-30,0.5292,6,0.7354
1801-10-01,0.4616,7,0.7692
1801-10-02,0.394,7,0.803
1801-10-03,0.3265,7,0.8368
1801-10-04,0.2589,7,0.8706
1801-10-05,0.1913,7,0.9043
1801-10-06,0.1237,0,0.9381
1801-10-07,0.0562,0,0.9719
1801-10-08,0.0114,0,0.0057
1801-10-09,0.0791,0,0.0396
1801-10-10,0.1468,1,0.0734
1801-10-11,0.2145,1,0.1072
1801-10-12,0.2822,1,0.1411
1801-10-13,0.3498,1,0.1749
1801-10-14,0.4175,2,0.2088
1801-10-15,0.4852,2,0.2426
1801-10-16,0.5529,3,0.2764
1801-10-17,0.6206,3,0.3103
1801-10-18,0.6883,3,0.3441
1801-10-19,0.7559,3,0.378
1801-10-20,0.8236,3,0.4118
1801-10-21,0.8913,4,0.4457
1801-10-22,0.959,4,0.4795
1801-10-23,0.9733,4,0.5133
1801-10-24,0.9056,4,0.5472
1801-10-25,0.838,5,0.581
1801-10-26,0.7703,5,0.6149
1801-10-27,0.7026,5,0.6487
1801-10-28,0.6349,5,0.6825
1801-10-29,0.5672,6,0.7164
1801-10-30,0.4995,6,0.7502
1801-10-31,0.4319,7,0.7841
1801-11-01,0.3642,7,0.8179
1801-11-02,0.2965,7,0.8518
1801-11-03,0.2288,7,0.8856
1801-11-04,0.1611,7,0.9194
1801-11-05,0.0934,0,0.9533
1801-11-06,0.0258,0,0.9871
1801-11-07,0.042,0,0.021
1801-11-08,0.1098,0,0.0549
1801-11-09,0.1776,1,0.0888
1801-11-10,0.2454,1,0.1227
1801-11-11,0.3132,1,0.1566
1801-11-12,0.381,2,0.1905
1801-11-13,0.4488,2,0.2244
1801-11-14,0.5166,2,0.2583
1801-11-15,0.5844,3,0.2922
1801-11-16,0.6522,3,0.3261
1801-11-17,0.72,3,0.36
1801-11-18,0.7878,3,0.3939
1801-11-19,0.8556,3,0.4278
1801-11-20,0.9234,4,0.4617
1801-11-21,0.9912,4,0.4956
1801-11-22,0.9411,4,0.5295
1801-11-23,0.8733,5,0.5634
1801-11-24,0.8055,5,0.5973
1801-11-25,0.7377,5,0.6312
1801-11-26,0.6699,5,0.6651
1801-11-27,0.6021,6,0.699
1801-11-28,0.5343,6,0.7329
1801-11-29,0.4665,7,0.7668
1801-11-30,0.3987,7,0.8007
1801-12-01,0.3309,7,0.8346
1801-12-02,0.2631,7,0.8685
1801-12-03,0.1953,7,0.9024
1801-12-04,0.1275,7,0.9363
1801-12-05,0.0597,0,0.9702
1801-12-06,0.0081,0,0.0041
1801-12-07,0.076,0,0.038
1801-12-08,0.1439,1,0.0719
1801-12-09,0.2118,1,0.1059
1801-12-10,0.2797,1,0.1398
1801-12-11,0.3475,1,0.1738
1801-12-12,0.4154,2,0.2077
1801-12-13,0.4833,2,0.2417
1801-12-14,0.5512,3,0.2756
1801-12-15,0.6191,3,0.3095
1801-12-16,0.687,3,0.3435
1801-12-17,0.7548,3,0.3774
1801-12-18,0.8227,3,0.4114
1801-12-19,0.8906,4,0.4453
1801-12-20,0.9585,4,0.4792
1801-12-21,0.9736,4,0.5132
1801-12-22,0.9057,4,0.5471
1801-12-23,0.8379,5,0.5811
1801-12-24,0.77,5,0.615
1801-12-25,0.7021,5,0.649
1801-12-26,0.6342,5,0.6829
1801-12-27,0.5663,6,0.7168
1801-12-28,0.4984,6,0.7508
1801-12-29,0.4306,7,0.7847
1801-12-30,0.3627,7,0.8187
1801-12-31,0.2948,7,0.8526
1802-01-01,0.2269,7,0.8865
1802-01-02,0.159,7,0.9205
1802-01-03,0.0911,0,0.9544
1802-01-04,0.0233,0,0.9884
1802-01-05,0.0447,0,0.0223
1802-01-06,0.1126,0,0.0563
1802-01-07,0.1805,1,0.0903
1802-01-08,0.2485,1,0.1242
1802-01-09,0.3164,1,0.1582
1802-01-10,0.3843,2,0.1922
1802-01-11,0.4522,2,0.2261
1802-01-12,0.5202,2,0.2601
1802-01-13,0.5881,3,0.2941
1802-01-14,0.656,3,0.328
